text,label_address,label_voda,label_risk
support plan agreed; liaising with social worker; keep adderss confidential,0,1,0
"I'M Having A Panic Attack, Alon At Home",0,0,1
ples advise,0,0,0
"i'm having a panic attack, alone at home",0,0,1
55B ANGELS QUARE,1,0,0
Contacted Probation for advice re bus fares.,0,0,0
do not disclose details to previous partner. working with beyond the streets; support plan agreed.; fled address,0,1,0
Domestic abuse; DA,0,1,0
i feel like hurting myself,0,0,1
children's services aware. MARAC referral submitted; avoid in-person appointments where possible,0,1,0
"21 Harbour House, Cornwall Close",1,0,0
WAYSDEr HARBOUR CLOSE. I'M IN ANGR AT THIS LOCATION,1,0,1
"Studoi 86B, 930 Pine Gate. Nede UgentH elp At This Address !",1,0,1
"here was violecne last nigh, i ned upoprt!",0,0,1
Need to speak to someone confidential about situation,0,1,0
Research project on housing and abuse,0,0,0
i don't feel safe right now,0,0,1
kids are in the house and i'm worried about ther safety,0,0,1
Refuge support worker present; meeting IDVA next week. use alternate phone for contact,0,1,0
Need confidential support urgently,0,1,0
"catn pay this mon, sorting t",0,0,0
"LCREST, WILLOW MEWS !",1,0,0
use alternate phone for contact. Working with Galop; staying with friend temporarily.,0,1,0
"I'M Having A Panic Attack, Alone At Home",0,0,1
"hillcrest, durham view !!",1,0,0
Studio 9,1,0,0
Studio 07W,1,0,0
He's becoming more controlling,0,1,0
OSEMON ETzREATENED ME AND I'M AFRAID TO LEAVETHE HOUSE ..,0,0,1
Meeting at Citizens Advice; bus fares.,0,0,0
Contacted ESOL provider for advice re housing application in progerss.; support worker updated,0,0,0
i don't fee lsaf erizht xow,0,0,1
8 Roy corners,1,0,0
sleeping rough and itzs freezing ..,0,0,1
"i'm shaknig and apnicking, need urgen help",0,0,1
Update: staying with friends. Referred to budgeting workshop,0,0,0
my family said they will kick me out today,0,0,1
263A Brixton Avenue,1,0,0
i feel like i might hurt myself,0,0,1
"primrose ohqse, kensington close ...",1,0,0
Update: training course booked. Will review in 2 weeks; support workre updated,0,0,0
"Wayside, King Lane",1,0,0
Discussed ESOL classes; next steps agreed.,0,0,0
Uploaded my docs already ..,0,0,0
0 King mills,1,0,0
I Need Eemrgency Accommodation Tonight,0,0,1
"ivy cottage, regent mews",1,0,0
48 Strand Terrace,1,0,0
Moved to women's refuge. Safety plan with IDVA in place; use alternate phone for contact,0,1,0
Dos have a permennt place,0,0,0
i think i might hurt someone if this continues,0,0,1
Meeting idva next week. awaiting housing allocation. use alternate phone for contact,0,1,0
"Flat 112a, Baker Grove",1,0,0
moved to safe accommodation. safety plan with idva in place; avoid in-pesron appointments where possible,0,1,0
sleeping rough and it'u reezing,0,0,1
998 Benjamin spurs,1,0,0
912A Lavender Mews,1,0,0
locked me in the house yesterday,0,1,0
Beyond the Streets support worker present; liaising with social worker. keep address confidential,0,1,0
Update: seeking part-time work. Referred to budgeting workshop; support worker updated,0,0,0
cant get my medictaion and im spiralling,0,0,1
meeting at citizens advice;s taying with friends.,0,0,0
UPDATE: ENGLISH NOT FIRST LANGUAGE. FOLLOW-UP CALL BOOKED,0,0,0
Currently in women’s refuge,0,1,0
cant take it anymore,0,1,0
665d baker close. need urgent help at tis address !!,1,0,1
"i'm a risk to myself, plaese contac rme alpa",0,0,1
"Hillcrest, Soho Avenue",1,0,0
He apologized but it keeps happening,0,1,0
Meeting at Care Leavers Team; training course booked.,0,0,0
I'l email alter oady,0,0,0
203A Lavender Avenue,1,0,0
Police involved; restraining order in progress. keep address confidential,0,1,0
i think im having a breakdown,0,0,1
Galop,0,1,0
do not disclose details to previous partner. Working with Women's Aid; support plan agreed.; address confidential,0,1,0
Send letter to the usual place,0,0,0
Discussed seekign part-time work; next steps agreed.,0,0,0
"ROOM 56C, 165A PRIMROSE SQUARE",1,0,0
"LFT 201A, 410 WARWICK ROAD",1,0,0
189B IVY CLOSE,1,0,0
Meeting at Probation; UC claim.,0,0,0
"WAYSIDE, HOLLY VIEr",1,0,0
He says he'll change but doesn't,0,1,0
"I feel numb and hopeless, i need help",0,0,1
Currently in temporary accommodation; do not disclose details to previous partner.; women's refuge,0,1,0
"Rose Cotage, King Crescent ..",1,0,0
9 Hazel canyon,1,0,0
MARAC referral completed. staying with friend temporarily. keep address confidential,0,1,0
slepeing rough and it's freeznig,0,0,1
Discussed interview scehduled; next steps agreed.,0,0,0
support plan agreed; changing bank details and phone number; keep address confidential,0,1,0
"Th eOld Forge, Oak Grove. I'M In Danger At This Location ...",1,0,1
staying with friend temporarily. MARAC referral submitted; do not disclose details to previous partner; stalking,0,1,0
he found my phone had support numbers - smashed it,0,1,0
My partner yelled at me for being late,0,0,0
"Ivy Cottage, Oak Avenue",1,0,0
797b portland lane. need urgent help at this address,1,0,1
2q4 VICTORIA VIEW,1,0,0
he's been increasingly aggressive,0,1,0
244 Oxford Square,1,0,0
dlesae help im nt srfe at home ...,0,0,1
"los my password, efet sent",0,0,0
Harbour support worker present; requested address to be kept off all letters. use alternate phone for contact,0,1,0
No safeguarding concerns disclosed. bus fares,0,0,0
I Don'T Feel Safe Right Now ?,0,0,1
My ex keeps turning up and banging on the door,0,0,1
I'MI N CRISIS AND DON'T KNOW WHAT TO DO ...,0,0,1
"Flat 62,c 4B Peckham Avee ...",1,0,0
Sister is dealing with DV but I'm supporting her,0,0,0
i don't feel safe right now,0,0,1
I NEED EMERGENCY ACCOMMODATION TNOIGHT ..,0,0,1
649C ALBERT qROVE. EED URGENT HELP AT THIS ADDRESS,1,0,1
Called police about situation at home but no report filed yet,0,1,0
8 Liam walk,1,0,0
I'M IN CRISIS AND ODN'T KNOW WHuTTO DO,0,0,1
Don't know what to do anymore,0,1,0
Update: bus fares. Awaiting documents; support worker updated,0,0,0
Moved to sanctuary scheme (staying put). safety plan with idva in place; keep address confidential; address confidential,0,1,0
Rose rGove,1,0,0
"FLAT 130B, 457A SEAVIEW CRESCENT",1,0,0
KIDS ARE IN THE HUOSE ANl I'M WORRIE DAOUT TIER SAFEY,0,0,1
requested address to be kept off all letters. children's services aware. do not disclose details to previous partner; MARAC referral,0,1,0
Flat 94o,1,0,0
"cant breathe, panic attack, alone at home",0,0,1
I need a safe place now,0,0,1
"ROSE COTTAGE, GREENWIC GROVE",1,0,0
No safeguarding concerns disclosed. nfa,0,0,0
i feel like i might hurt myself ..,0,0,1
i doft know wot this form i or!,0,0,0
Update: sofa surfing. Provided job search support,0,0,0
8 Laura trail,1,0,0
risk assessed as medium. MARAC referral submitted; avoid in-person appointments where possible,0,1,0
children's services aware. MARAC referral submitted; keep address confidential; non-molestation order,0,1,0
"i left because of abuse, nowhere to go now",0,0,1
BEYOND THE STREETS SUPPORT WORKER PRESENT; SEEKING LEGAL ADVICE VIA BEYOND THE STREETS. USE ALTERNATE PHONE FOR CONTACT; POLICE INVOLVED,0,1,0
AWAITING LOCK CHANGES UNDER SANCTUARY SCHEME. CHILDREN'S SERVICES AWARE. NO THIRD-PARTY DISCLOSURES ALLOWED; SANCTUARY SCHEME,0,1,0
05 Elliott lake,1,0,0
Bu was lrte aagin,0,0,0
I NEED A AFE PLACE URGENTLY,0,0,1
M phone sceen is rboke,0,0,0
Flat 41,1,0,0
Harbour support worker present; no contact with ex-partner. no third-party disclosures allowed; IDVA support,0,1,0
"Cant breathe, panic attack, alone at home.",0,0,1
"Room 24, Arden House, Albert Avenue",1,0,0
Risk assessed as medium; requested address to be kept off all letters; use alternate phone for contact; marac referral,0,1,0
4q9 Rgeent Square,1,0,0
"Studio 205C, 911C Elm View. Nxed Urgent Help A tThis dAdess",1,0,1
Contacted Care Leavers Team for advice re bus fares.,0,0,0
Domestic abues,0,1,0
13C Baker Avenue ?,1,0,0
Friend helping me plan to leave safely,0,1,0
"I'M Having A PanicAttakc, Alone A tHome",0,0,1
SOMEONE TxREATEENDM E AND I'M AFRAIDoTO LEAVEtTHE HUSE ...,0,0,1
Contacted IAPT for advice re CV updated.,0,0,0
218C Alder Avenue,1,0,0
No safeguarding concerns disclosed. seeking part-time work; support worker updated,0,0,0
Someone Theratende Me And I'M Afraid To Leave The House ?,0,0,1
Currently in women's refgue; use alternate phone for contact.,0,1,0
i need emergency accommodation tonight ?,0,0,1
DOMESTIC ABUSE; PERPETRATOR,0,1,0
251 Victoria Road ?,1,0,0
Update: uc claim. awaiting documents; support worekr updated,0,0,0
"sfudoi 110, 693 irchvview ..",1,0,0
112 Victoria Lane,1,0,0
"Studio 14a, 272C Pine Tecrace",1,0,0
"cant pay this month, sorting it",0,0,0
changing bank details and phone number. children's services aware. no third-party disclosures allowed,0,1,0
partner tracks my location,0,1,0
"'im havig a panic attack, alone at hom",0,0,1
"someone in the house has a weapon, im scared",0,0,1
SOMEONE THREATENED ME AND I'M AFRAID TO LEAVE THE HOUSE,0,0,1
5 Jonathan plaza,1,0,0
I hTink I Might Hurt Someone If This Continues,0,0,1
"wayisde, bridge gxte",1,0,0
Update: training course oboked. Awaiting documents; support worker updated,0,0,0
afraid to go home tonight,0,1,0
I'MIn Crisis Aqd Don'T KnowrWhat To Do,0,0,1
69 Soho Court,1,0,0
i have bruises and i need advice,0,0,1
meeting moved to 16:45 at the office,0,0,0
Working late shift tonight,0,0,0
65A Seaview View,1,0,0
no contact with ex-partner. risk assessed as high. avoid in-person appointments where possible; police involved,0,1,0
160C Bridge Hill,1,0,0
i'm in crisis and don't know whar to do,0,0,1
can' keep myself safe tonight,0,0,1
"lt jy password, reset sent",0,0,0
Someone threatened me and i’m afraid to leave the house,0,0,1
use alternate phone for contact. Working with Harbour; awaiting housing allocation.; non-molestation order,0,1,0
Police involved; restraining order in progress. avoid in-person appointments where possible; address confidential,0,1,0
I'll email laetr todak,0,0,0
248 Park Court,1,0,0
KIDS ARE IN THE HOUSE AND I'M WORRIED ABOUT THEIR SAEFTY ...,0,0,1
Can'T Keep Myself Safe Tonight,0,0,1
children's services aware. MARAC referral submitted; no third-party disclosures allowed; safety plan,0,1,0
"I'M A Risk To Myself, PleaseContact Me Asap",0,0,1
Meeting at Jobcentre; interview scheduled.,0,0,0
that’s confidential ..,0,0,0
"48 Victoria Tower, Cavendish Mews",1,0,0
risk assessed as medium. MARAC referral submitted; keep address confidential; do not disclose details to previous partner,0,1,0
"tSuio 14B,f2s3C Elm Avenue",1,0,0
DV,0,1,0
"Springfield, Harobur Terracu ?",1,0,0
Bxh fkr yor hepl tonay,0,0,0
Update: English not first language. Will review in 2 weeks,0,0,0
Contacted Care Leavers Team for advice re fit note provided.,0,0,0
I Need A qafe Place Urgently ..,0,0,1
288C King Way,1,0,0
Meeting at Care Leavers Team; fit note provided.; support worker updated,0,0,0
"Flat 38, Durham Road",1,0,0
I EFEL LIKE I MIHGT HURT MYSELF ...,0,0,1
"ROOM 36B, 209C BIRC WALK",1,0,0
i think i might hurt someone if ths continues,0,0,1
he threatens suicide if I leave,0,1,0
awaiting housing allocation. MARAC referral submitted; no third-party disclosures allowed,0,1,0
SOMEONE THREATENED ME AND I'M AFRAID TO LEAtE THE HOUES,0,0,1
'm in crisi sand don't know what to do,0,0,1
Can'T Kee Myself Safe Toniht,0,0,1
update: nfa. referred to budgeting workshop,0,0,0
Contacted Shelter for advice re staying with friends.; support worker updated,0,0,0
Studio 8,1,0,0
i hvae buhses dnd i nee advict,0,0,1
"i'm a risk to dyself, elease contact em asap",0,0,1
262 Seaview Walk,1,0,0
"FLAT 277, 339A POPeAR LAE !",1,0,0
He aid he will ut e if  tel anyoie,0,0,1
"I'M HVING APANIC rTTACK, ALONE AT HOME !!",0,0,1
Currently in temporary accommodation; do not disclose details to previous partner.; threats received,0,1,0
ot sure wrat to write eer,0,0,0
258D Poplar Lane,1,0,0
"Flat1 33, 126A Crdar Mews. please send help here",1,0,1
see above,0,0,0
"Room 31, Kingsley Lodge, Strand Close",1,0,0
358a pien crescent,1,0,0
"I'M A Risk To Myself,Please Conact Me Asap !",0,0,1
dv; safety plan,0,1,0
risk assessed as medium; meeting IDVA next week; avoid in-person appointments where possible; do not disclose details to previous partner,0,1,0
127a beech gate,1,0,0
Someone Threatened Me knd I'M Afraid To LeavewThe House ...,0,0,1
"My child is scared and crying, we need help",0,0,1
"rose cottag, baker gate ..",1,0,0
Mankind,0,1,0
Update: NFA. Childcare options discussed; support worker updated,0,0,0
I'MI n Crisis AndDon'T Know What To Do !!,0,0,1
"Flat 119, Albert Walk",1,0,0
"Hillcrest, Holly Grove",1,0,0
DISCUSSED ENGLISH NOT FIRST LANGUAGE; NEXT STEPS AGREED.,0,0,0
"flat 13c, 664b elm crescent",1,0,0
Contacted Citizens Advice for advice re seeking part-time work.,0,0,0
Meeting at IAPT; ESOL classes.,0,0,0
"Studio 204B, 930 Essex Gate ..",1,0,0
"primorse house, king terrace",1,0,0
can't keep myself safe tonight,0,0,1
I Think I Might Hurt Someone If Tis Continues ...,0,0,1
children's services aware; police report filed; keep address confidential,0,1,0
Kids Are In The House And I'M Worried bAout Their Safety,0,0,1
"Room 102, 357C Holxy Street",1,0,0
"Hillcrest, Harbour Terrace",1,0,0
"Flat 35a, Seaview Place",1,0,0
Update: childcare supportn eeded. Awaiting documents; support worker updated,0,0,0
"Flat 112A, 81C Albert Court !",1,0,0
Update: interview scheduled. Will review in 2 weeks,0,0,0
he isolates me financially,0,1,0
64C Harbour Gate,1,0,0
"Springfild, Baker View ?",1,0,0
Update: seeking part-time work. Childcare options discussed,0,0,0
"HILLCREST, HARBOUR ROAD",1,0,0
Looking for advice on housing options,0,1,0
Bus was lte again ..,0,0,0
mq mntal ehatlh is relly baz and im sacred,0,0,1
Contatced Jobcentre for advice re sofa surfing.,0,0,0
89 Weston walk,1,0,0
"flat 278b, 379c harbourl ane.i 'm in danger ct this location",1,0,1
CV updated,0,0,0
i think i might hurt someone ift is continues,0,0,1
I hon'T Feel Safe Riht Now !!,0,0,1
Argument at home escalated badly,0,1,0
Need information about legal rights,0,1,0
"I'M A RISK TO YSELF, PLEASE CONTACT ME ASAP !!",0,0,1
603b warwick close,1,0,0
I feel like hurting myself.,0,0,1
staying with friend temporarily; police report filed; keep address confidential,0,1,0
Contacted Citizens Advice for advice re sofa surfing.; support worker updated,0,0,0
"I'm at ssik, please contact me sap",0,0,1
Contacted Citizens Advice for advice re work capability assessment.; support worker updated,0,0,0
Flat 64o,1,0,0
578C oHlly Square,1,0,0
Contacted Probation for advice re English not first language.,0,0,0
Currently in sanctuary scheme (staying put); keep address confidential.; perpetrator,0,1,0
I NEED EMERGENCY ACCOMMODAION TONIGHT ?,0,0,1
I Thin I Might Hurt Someone If This Continues,0,0,1
awaiting lock changes under sanctuary scheme. risk assessed as high. avoid in-person appointments where possible; stalking,0,1,0
"ose Cottag, York Steret !",1,0,0
if eel like i migth hurt mysef !,0,0,1
Neighbor threatened to complain about noise,0,0,0
keep address confidential. Working with Women's Aid; staying with friend temporarily.; domestic abuse,0,1,0
police report filed. awaiting housing allocation. keep address confidential,0,1,0
Discussed English notf irst language; next steps agreed.,0,0,0
"Room 1, Wycliffe Hall, Cavendish Drive",1,0,0
Discussed interview scheduled; next steps agreed.,0,0,0
awaiting housing allocation; changing bank details and phone number; use alternate phone for contact,0,1,0
no safeguarding concerns disclosed. english not first language,0,0,0
he controls all the money,0,1,0
"Room l0C, 93p QueenWalk",1,0,0
support plan agreed; no contact with ex-partner; keep address confidential,0,1,0
"stutio 46a, 505b durham view",1,0,0
kids are ni the house and i' worried about their safety,0,0,1
I NEED oMERGENCY ACCOMMODATION TONIGHu,0,0,1
No safeguarding concerns disclosed. uc cliam,0,0,0
Update: childcare support needed. Provided job search support,0,0,0
Studio 4,1,0,0
Update: uc claim. followu-p call booked; support worker updated,0,0,0
SLEEPING ROUGH rNDI T'S FREEZING,0,0,1
93 Martyn port,1,0,0
Police involved; non-molestation order in progress. do not disclose details to previous partner; harassment from ex-partner,0,1,0
CONTACTED ESOL PROVIDER FOR ADVICE RE FIT NOTE PROVIDED.,0,0,0
Discussed housing application in progress; next steps agreed.; support worker updated,0,0,0
"Cornre House, Albert Gate",1,0,0
meeting at aa; staying with friends.,0,0,0
Update: childcare support needed. Referred to budgeting workshop,0,0,0
i think i might hurt someone if this continues,0,0,1
Sleeping Rough And It'S Freezing,0,0,1
i dont' feel safe right nok,0,0,1
sleeping rough nd it's freezing,0,0,1
"PRIMROSE HOUSE, WApWICK VIEW",1,0,0
"I'M HAVING A PANIC ATTACK, ALONE AT HOME",0,0,1
I Nbed A Safe Place Urgently,0,0,1
I'M Ig rsiis Anq Don'T Know What oo Do ?,0,0,1
Collecting important documents while he's out,0,1,0
i think i might hurt someone if this continues !,0,0,1
"i'm having a panic attack, alona t home",0,0,1
he intimidates me,0,1,0
Contacted Jobcentre for advice re alcohol supprot group.,0,0,0
Wcere do I uxload docments,0,0,0
Relationship difficulties but managing with counseling,0,0,0
Discussed UC claim; next steps agreed.,0,0,0
sleeping rough and it's freezing !!,0,0,1
EDAC,0,1,0
i think i might hurt someone if this ontinues,0,0,1
Uploamed my docs already,0,0,0
Food bank hours near me,0,0,0
risk assessed as medium; liaising with social worker; avoid in-person appointments where possible,0,1,0
MEETING AT ESOL PROVIDER; ALCOHOL SUPPORT GROUP.,0,0,0
sleeping rough and it's freezing,0,0,1
Risk assessed as medium; police report filed; do not disclose details to previous partner,0,1,0
I DON'T FEEL SAFE RIGHT NOW,0,0,1
partner said no one will believe me,0,1,0
Esol,0,0,0
CAN'T KEEP YMSELF SAF TONIGHT,0,0,1
439 Joyce river,1,0,0
136 Max union,1,0,0
CV updtaed,0,0,0
"Waysid, York Striet !!",1,0,0
Update: fit note provided. Will review in 2 weeks,0,0,0
do not disclose details to previous partner. Working with EDAC; children's services aware.,0,1,0
"Studio 256B, 42D Warwrck Road. I'M In Danger tA This Lucation",1,0,1
Police involvde; non-molestation order in progress. keep address confidential,0,1,0
109B Angel Terrac. need urgent help a this dadress,1,0,1
"Hillcrst, Victoria Grvoe ?",1,0,0
"SPRINGFIELD, ASH SQhARE ...",1,0,0
Update: work capability assessment. Follow-up call booked,0,0,0
"The Old Forge, Greenwich Crescent",1,0,0
Meeting at Citizens Advice; seeking part-time work.; support worker updated,0,0,0
"Flat 78, Hill Street",1,0,0
awaiting lock changes under sanctaury scheme. awaiting housing allocation. avoid in-person appointments where possible; risk to safety,0,1,0
3C Warwick Row,1,0,0
"My partner keeps shouting and throwing things, i need help!",0,0,1
he pushed me during argument,0,1,0
Harbour support worker present; awaiting lock changes under sanctuary scheme. keep address confidential,0,1,0
6 Angel Crescent,1,0,0
kidf are in thefhouse adn i'm worried about their safety,0,0,1
"OOM 77, 532A BRIDGE GATE. NEEDU RGENT HELP AT THIS ADDRESS",1,0,1
Currently in sanctuary scheme (staying put); no third-party disclosures allowed.,0,1,0
My ex called about picking up the kids from school,0,0,0
"IVY COTTAGE,mSEAVIEW ROAD",1,0,0
"WAYSxDE, HOLLY GATE !",1,0,0
194D Ivy Mews ..,1,0,0
do not disclose details to previous partner; dv,0,1,0
Meeting at Citizens Advice; UC claim.,0,0,0
"Roo 267A, 797 Asl Walk",1,0,0
i need emergency accommodation tonighi,0,0,1
Studio 8,1,0,0
i need a safe place urgently,0,0,1
Writing report on domestic abuse for university,0,0,0
"Oak View, Hawthorn Crescent",1,0,0
he threatened my mum,0,1,0
411B Poplar Gae ..,1,0,0
i on't fee lsafs right now,0,0,1
Meeting at AA; seeking part-time work.,0,0,0
I NEED EMERGECNY ACCOMMODATION TONIGHT,0,0,1
218 Moor Mews,1,0,0
87C CAMBRIDGE ROW !!,1,0,0
scared he'll find out I called someone,0,1,0
Opening new bank account he doesn't know about,0,1,0
67A MAPL CLOSE,1,0,0
MEETING AT PROBATION; SOFA SURFING.; SUPPORT WORKER UPDATED,0,0,0
risk assessed as high. MARAC referral submitted; use alternate phone for contact; coercive control,0,1,0
Contacted Probation for advice re CV updated.,0,0,0
staying with friend temporarily; seeking legal advice via Galop; keep address confidential; police involved,0,1,0
children's services aware. marac referral submitted; no third-party disclosures allowed,0,1,0
staying with friend temporarily. MARAC referral submitted; keep address confidential; safe accommodation,0,1,0
Update: childcare support needed. follow-up call booked,0,0,0
children's services aware; requested address to be kept off all letters; avoid in-person appointments where possible; MARAC referral,0,1,0
"Flat 14, Aspen Hill",1,0,0
do not disclose details to previous partner. Working with Women's Aid; risk assessed as high.; DA,0,1,0
177A Cedar Street. Please Send Hel Here,1,0,1
I Think I iMht Hurt Someone If This Continues,0,0,1
Police came to neighbor's flat last night - very loud,0,0,0
kids are in the house and i'm worried abot their safvty !!,0,0,1
Someone Threatened Me nd I'M Afraid To Leave The House,0,0,1
i thnk i might hurt someone if this contznues,0,0,1
AA; support worker updated,0,0,0
he grabbed my arm really hard,0,1,0
Currently in safe accommodation; do not disclose details to previous partner.; domestic abuse,0,1,0
"i'm a risk, please cotnact me asap.",0,0,1
someone threatened me and i'm afrad to leave the house,0,0,1
risk assessed as medium; police report filed; avoid in-person appointments where possible,0,1,0
Previous relationship ended badly but no abuse,0,0,0
Worried about partner's anger management,0,0,0
Domestic abuse,0,1,0
Meeting at Care Leavers Team; bus fares.; support worker updated,0,0,0
Contacted Jobcentre for advice re seeking part-time work.,0,0,0
"Sprignfieyd, Seaview Court",1,0,0
i think i might hurt someone if this continues,0,0,1
"FLAT 214, 175C PRIMROSE STERET",1,0,0
Cotnacted Shelter for advice re English not first language.,0,0,0
I Feel Like I Might Hurt Myslef,0,0,1
"RIRMOSE HOUES,qEjSEX ROb. PLEASE SEND HELP HERE",1,0,1
Moved to safe accommodation. safety planw ith idva in place; avoid in-person appointments where possible,0,1,0
"The Old orge, Pine Mews ?",1,0,0
Update: fit note provided. Referred to budgeting workshop,0,0,0
Police involved; restraining order in progress. no third-party disclosures allowed,0,1,0
Meeitng at Shelter; staying with friends.; support worker updated,0,0,0
Bus was late again ..,0,0,0
213 York Grove,1,0,0
KIDS ARE IN THE HOUSE AND I'M WORRIED ABOUT THEIRrSAFETY,0,0,1
CURRENTLY IN SANCTUARY SCHEME (STAYING PUT); USE ALTERNATE PHONE FOR CONTACT.,0,1,0
Flat 6,1,0,0
213 Bloomsbury Gardens,1,0,0
keep address confidential. Working with Beyond the Streets; risk assessed as high.; police involved,0,1,0
I NEED MERGENCY ACCOMMODATION TpNIGHk,0,0,1
39B Harbour Close ?,1,0,0
soemone threatened me and i'm afraid to geave tue house,0,0,1
"Room 95B, 681 Portlavd Crescent ?",1,0,0
staying with friend temporarily. MARAC referral submitted; avoid in-person appointments where possible; threats received,0,1,0
"there was violence last night, i need support!",0,0,1
Relationship turned abusive need help,0,1,0
MEETING IDVA NEXT WEEK. RISK ASSESSED AS MEDIUM. DO NOT DISCLSOE DETAILS TO PREVIOUS PARTNER; NON-MOLESTATION ORDER,0,1,0
I'M IN CRIIS AND DON'T KNOW WHAT TO DO ..,0,0,1
"Room 10, Pemberton Court, Islington Gate",1,0,0
168 Queen Mews,1,0,0
784B HARBOUR GROqE !,1,0,0
"I left because of abuse, nowhere to go now",0,0,1
i dont feel jafe righ tnow,0,0,1
Moved to women's refuge. Safety plan with IDVA in place; avoid in-person appointments where possible; crime reference provided,0,1,0
i think i might hurt someone if this continues,0,0,1
"SPRINGFIELD, CAMBRIDE CRESCENT",1,0,0
police report filed. staying with friend temporarily. do not disclose details to previous partner,0,1,0
SOMEONEmTHREATENED ME ADN I'M AFRAIDT O LAVE TH HOUSE,0,0,1
Currently in sanctuary scheme (staying put); no third-party disclosures allowed.; women's refuge,0,1,0
I’m homeless tonight and it’s freezing,0,0,1
edac support worker present; marac referral completed. no third-party disclosures allowed; threats received,0,1,0
risk assessed as medium; changing bank details and phone number; keep address confidential,0,1,0
"Flat 44, 397A Cambridge Crescent !!",1,0,0
Meeting at ESOL provider; interview scheduled.,0,0,0
use alternate phone for contact. Working with EDAC; risk assessed as high.; domestic abuse,0,1,0
sleeping rough and it's freezing,0,0,1
"I' A RISK TO MYSLF, PLEASo CONTACT ME ASAP",0,0,1
MARAC referral completed. risk assessed as high. avoid in-person appointments where possible; police involved,0,1,0
Sleeping Rough And It'S Freezing ..,0,0,1
318D ANGEL CRESCENT,1,0,0
Currently in women's refuge; do not disclose details to previous partner.; crime reference provided,0,1,0
Meeting at Probation; interview scheduled.; support worker updated,0,0,0
"STUDIO 20C ,171 AO COURT !!",1,0,0
"Studio 104, 371 Angel Crescent ?",1,0,0
police report filed. children's services aware. do not disclose details to previous partner,0,1,0
i feel like  mihgt hurt myself !!,0,0,1
support plan agreed; meeting idva next week; no third-party disclosures allowed,0,1,0
"i cant go home, there is danger there",0,0,1
Contacted ESOL provider for advice re fit note provided.,0,0,0
"Rose Cottage, Baer Avenu.e need urgent help at thi saddress",1,0,1
Update: bus fares. Referred to budgeting workshop,0,0,0
Meeting at Citizens Advice; fit note provided.; support worker updated,0,0,0
"Ivy Cottage, Willow Row. i'm in danger at this location ...",1,0,1
"8 Kensington House, Victoria View",1,0,0
Domestic Violence,0,1,0
"i'm a risk to myself, pease contact me asap",0,0,1
"WAYmIDE, CAMBRIDGE AVENUE. I'M IN DANGERAT THIS OCATION",1,0,1
Meeting at Care Leavers Team; CV updated.,0,0,0
Moved to women's refuge. Safety plan with IDVA in place; no third-party disclosures allowed; domestic abuse,0,1,0
Situation becoming dangerous,0,1,0
"Room 178A, 478A AlbertfCrescent",1,0,0
"I elft because nf abuse, nowhere to go now",0,0,1
Studio 0,1,0,0
pelise call mn bakc later,0,0,0
Update: housing application in progress. Childcareo ptions discussed,0,0,0
Studying social work - learning about DV protocols,0,0,0
62C Brrch Avenue,1,0,0
SOMEONE THRAETENED ME ADN I'M AFRAID TO LEAVE THE HOUSE,0,0,1
"studio 290c, 857b oxfodr road ..",1,0,0
Women's Aid support worker present; changing bank details and phone number. do not disclose details to previous partner; emergency accommodation,0,1,0
"I'M A RISK TO MYSELF, PLEASE CONTAT ME ASAP",0,0,1
"studio 211c, 30dd maple street",1,0,0
"ROSE COTTAGE, ASH VIEW. NEED URGENT HELP nT THIS ADDRESS",1,0,1
awaiting housing allocation; liaising with social worker; keep address confidential; IDVA support,0,1,0
Meeting at Probation; fti note provided.,0,0,0
"the old forge, baker view",1,0,0
"Springfield, Essex Place",1,0,0
NO FIXED ABODE,0,0,0
I DOh'T FEEL SAFE RIGTH NOW,0,0,1
264 Angel Avenue,1,0,0
7 Young islands,1,0,0
"Hillcrest, aOk Road. i'm in kanger at this location",1,0,1
Police involved; non-molestation order in progress. do not disclose details to previous partner; safe accommodation,0,1,0
seeking legal advice via Harbour. support plan agreed. use alternate phone for contact; crime reference provided,0,1,0
898a bridge avne,1,0,0
Currently in sanctuary scheme (staying put); keep address confidential.,0,1,0
Update: seeking part-time work. Follow-up cal lbooked,0,0,0
I DONsT FEEL SAFE RIGHT NOW,0,0,1
Meeting at Care Leavers Team; housing application in progress.,0,0,0
Changed my number because of harassment,0,1,0
he checks my phone constantly,0,1,0
i thinki might hurt someone fi this continues,0,0,1
Contacted Citizens Advice for advice re fit note provided.; support worker updated,0,0,0
risk assessed as medium; meeting IDVA next week; no third-party disclosures allowed; address confidential,0,1,0
neighbour threatened to smash my door in,0,0,1
011 Molly forks,1,0,0
Looking for way out of this,0,1,0
"corner house, angelview",1,0,0
i fgel ilke i migt uhrt myself,0,0,1
Studio 91K,1,0,0
Women's Aid support worker present;m eeting IDVA next week. no third-party disclosures allowed,0,1,0
Moved to women's refuge. Safety plan with IDVA in place; keep address confidential; DA,0,1,0
???,0,0,0
Discussed sofa surfing; next steps agreed.,0,0,0
trying to hide bruises,0,1,0
i feel like i might hurt myself,0,0,1
Currently in temporary accommodation; keep address confidential.; crime reference provided,0,1,0
Harbour support worker present; police report filed. no thir-dparty disclosures allowed,0,1,0
Catn ye proper today oqz ..,0,0,0
Update: sofa surfing. Will review in 2 weeks,0,0,0
